total_rooms,total_bedrooms,population,households,house_value
3713,637,1845,635,143400
7812,1348,3275,1178,146600
7138,1227,2623,1139,243200
4415,,1520,627,390800
7104,970,2772,920,274500
2970,471,1379,463,131700
3077,607,1603,595,137500
6262,1278,2954,1169,139000
1843,273,818,276,214700
4947,714,2227,675,170500
5268,849,2357,849,148700
5266,971,2432,948,133000
3558,589,1742,581,131700
2200,422,938,369,143800
5500,956,2827,946,145800
1412,226,700,227,130700
2987,626,1610,605,112100
1754,284,773,277,147000
1546,287,773,299,115400
3875,668,1632,593,171000
1937,286,769,274,179200
1605,217,732,241,204800
240,44,6675,29,225000
3084,557,1040,562,293300
1252,267,686,256,121900
2101,480,945,426,116000
6198,1223,2827,1179,159000
9798,1551,4583,1494,189600
3517,667,1687,655,131600
12360,1747,4438,1470,222500
530,109,398,96,212500
6873,959,2354,931,263100
2574,441,1041,428,203400
11021,1565,3857,1494,273200
394,94,155,83,55000
7088,1279,4885,1272,112500
3295,560,1454,536,101900
9774,1777,4674,1712,136100
4378,910,2149,812,123700
13553,2474,6544,2359,132700
2707,464,1423,490,116900
9534,1819,4951,1710,103400
2321,539,1066,497,95600
2938,619,1501,561,96100
2547,504,1235,469,103300
1814,299,963,317,110500
6663,1369,2840,1299,115600
1122,198,564,213,111600
1671,378,848,351,112500
1276,225,600,223,109100
3369,499,1733,470,127500
3608,682,1694,666,109400
692,146,504,167,101100
1169,186,614,192,108700
4715,1090,2420,1059,104400
224,38,95,41,165000
2653,680,1419,579,91300
1537,,1125,375,90700
2421,580,962,497,112500
2748,521,1663,565,113300
1229,253,733,250,101600
1621,350,706,338,150000
4188,1136,2081,995,92500
2460,470,1346,480,95600
3002,718,1660,613,89600
2748,563,1619,525,92400
2975,628,1440,593,118600
2838,498,1701,504,114000
16239,3358,8656,3234,116300
6308,1167,3012,1112,113500
3895,896,1762,855,135800
2129,363,815,347,118000
1793,244,653,235,129500
2629,491,1265,485,140200
1605,258,748,262,134100
5737,1008,2731,983,134500
4481,780,2211,775,123300
2607,411,1216,407,126900
1191,198,554,191,118800
2278,370,1203,371,132400
6225,938,3064,947,138000
2713,432,1287,440,125500
1232,332,667,288,32500
1827,509,852,450,52500
822,134,457,133,157500
2337,391,1054,352,157700
20982,3392,10329,3086,130600
14418,2282,6578,2140,145900
2696,384,990,316,237600
2780,414,1320,404,209900
6992,1132,2816,984,144400
3205,465,1439,456,240900
4401,655,1970,639,247500
3254,465,1168,345,188400
3727,685,1741,646,125700
2643,502,1755,541,91200
6091,921,2916,886,150400
3425,629,1538,587,138700
4155,637,1722,616,154400
1883,254,893,256,143500
2322,459,1373,424,94400
4813,849,2333,843,144400
5121,763,2568,758,148100
1034,153,478,155,241100
2634,463,1402,432,175700
2655,441,1277,422,213800
2054,339,934,336,219300
2193,386,1148,372,191700
1144,202,626,178,151600
1357,247,695,224,157800
1732,307,999,305,160200
1314,229,712,219,144600
1554,260,793,233,156700
2756,557,1986,530,82000
980,171,659,183,170100
1708,391,687,378,155400
1403,276,901,290,104600
1768,396,1005,420,88300
6125,1063,3077,953,134600
2475,548,1703,517,86100
10505,1777,6002,1694,121200
5665,1507,3422,1299,97800
1378,235,818,262,100300
1787,291,988,301,96200
1215,223,787,233,95900
5666,1178,3139,1131,108900
4446,897,2499,884,103600
39320,6210,16305,5358,153700
1605,277,1966,250,162500
1441,261,629,249,137500
1212,255,569,256,72900
1396,254,630,218,92500
1906,327,996,314,136800
910,212,429,212,52800
1395,264,700,244,162500
4896,1083,2150,905,89700
3610,593,1734,559,374200
2471,473,1753,451,293800
2049,417,1230,336,265900
3359,725,1862,651,193600
1019,168,602,169,210000
3416,624,1862,595,241500
1345,230,731,217,363300
1613,335,1617,342,146200
440,106,389,94,225000
1708,394,1474,372,145900
2666,613,1768,555,157300
1860,400,1215,367,136500
2352,536,1430,535,155300
1771,356,1105,338,192200
1256,270,910,255,145400
4115,782,2903,747,192400
3769,669,2061,648,217600
1996,382,1023,358,243000
2625,512,1487,481,221200
3658,612,1951,600,216000
3701,739,1749,654,207900
1644,338,1143,331,180400
1626,325,677,304,170800
516,90,288,95,202500
4609,741,1660,720,290500
2638,429,1289,357,336800
395,70,166,52,100000
1691,301,618,239,225000
22128,3522,10450,3258,289600
556,63,179,54,500001
5622,861,3108,821,206700
9662,1385,2497,856,292400
9755,1748,4662,1583,254900
13290,2062,6931,2023,187800
10856,2278,6474,2199,137200
8301,1333,3941,1236,252200
984,127,364,119,426900
1092,213,457,190,184200
1437,295,724,262,140200
1979,454,1117,389,107300
1719,331,1098,324,121800
1276,283,1216,316,134300
1840,380,1187,357,129200
4255,773,2129,730,142500
3222,559,1970,550,131000
4055,739,2470,753,136000
4136,886,2026,788,128200
1948,362,1286,364,139300
4674,791,2769,784,137300
1552,288,1326,303,128400
873,226,649,198,114400
1881,433,1337,417,144000
2054,609,2271,564,150000
732,145,431,132,95300
2127,628,1970,534,91300
1859,463,1070,374,187500
1875,366,1055,363,128900
2834,470,1815,471,162500
1458,295,912,331,160400
2281,444,1545,481,130500
2220,526,1662,472,104300
1841,409,1243,394,107000
4459,896,2028,881,182600
5301,1025,2870,984,163000
1950,310,1054,312,222100
4098,733,1859,713,231800
2902,476,1652,479,161800
1781,262,860,256,236800
2340,392,1213,388,213000
4363,690,2410,666,179700
3761,580,2335,648,225400
707,154,561,129,111600
4905,711,2711,762,193100
12689,2426,7343,2230,157700
3467,749,2163,676,164400
8561,1411,4861,1450,165500
2859,668,1946,591,124300
6374,1412,3690,1350,162500
7326,1555,5718,1538,123500
2598,573,2170,518,95600
1033,189,486,204,213500
3430,485,1284,438,360100
2896,404,1165,379,392900
4082,578,1996,580,286300
4791,695,1871,659,277000
3628,469,1488,463,325000
1692,253,857,251,310500
2524,311,965,285,395500
2196,287,949,289,354000
2915,371,1271,354,345400
2846,362,1221,355,304100
3229,405,1289,407,307100
3162,495,1145,473,191700
3995,554,1523,509,254100
2272,278,933,305,390500
3877,490,1815,490,406700
2121,296,913,302,255900
3006,427,1291,406,242700
4323,775,1479,663,226800
3605,534,1682,480,202900
2927,634,1710,623,176600
2129,420,932,379,146900
2674,428,1404,456,165600
2427,522,794,491,119300
2181,321,1133,350,259400
3190,471,1414,464,208600
3853,541,1726,497,251100
3445,661,1635,580,230500
2298,340,1071,369,239000
2788,370,1140,385,233500
3759,1035,1722,847,137500
7392,1796,3841,1621,163000
1263,248,601,219,174000
2969,605,1326,573,155700
1688,365,622,322,136400
1971,345,939,358,145300
1855,553,1109,536,150000
1461,341,1014,345,106000
1547,334,773,316,148800
4418,1256,2417,1094,101000
1151,200,593,188,166300
2462,496,1117,458,162500
1426,313,954,319,151500
2446,396,1209,412,145600
3216,516,1655,524,158800
1869,311,831,262,243900
2561,414,1204,435,192800
4799,1209,2554,1057,122800
3557,890,2251,765,114100
2839,659,1822,631,121300
1214,281,701,294,116300
1526,337,831,326,115800
2808,585,1444,550,139300
5662,1185,3067,1055,137300
2459,492,1230,498,137200
1840,388,1278,368,123400
2626,692,2204,647,135000
1775,314,1067,302,121300
2621,391,1074,391,166400
2750,572,1410,483,144900
2454,511,1165,504,139600
4043,952,2174,859,114900
2072,408,964,395,137000
2081,409,1008,375,138100
1485,236,623,261,141000
3659,590,1773,615,157200
2576,468,1284,428,130400
1970,379,1036,391,122800
2264,439,1031,437,144300
1609,258,624,242,158200
1254,241,729,253,118000
1987,455,1369,475,122600
1810,371,1257,354,111700
2650,511,1537,495,106700
4061,811,2884,734,127000
1372,235,1047,225,116300
3490,816,2818,688,126200
3271,595,2259,566,132000
2626,631,1678,557,111800
2801,554,2064,529,136000
3550,736,2229,681,128800
1945,362,1483,383,135500
2000,391,1503,426,144000
4427,,2400,843,158700
2700,460,1432,449,159800
2501,651,1182,591,113200
1041,252,558,231,117200
465,130,349,138,112500
6009,1599,5110,1389,128900
2787,713,2647,693,98100
2450,544,1823,536,111200
1644,372,1269,355,108300
1592,429,1182,365,110400
1405,339,1489,336,91800
1171,334,1479,334,90500
763,219,851,198,79200
637,143,590,147,85700
1210,310,1294,303,88300
2341,520,2138,523,104000
960,216,831,222,108600
5129,1119,2533,949,113600
3260,501,1973,535,162000
2081,348,1332,356,147600
2644,525,2021,511,147500
3393,,2039,611,151000
3657,695,2079,663,159900
2833,628,1717,589,167500
2295,374,1284,378,194300
1543,,776,358,99700
574,103,321,103,186500
2107,411,1138,389,159100
2137,345,1151,352,185500
3042,524,1516,475,178500
3358,504,1690,482,207900
4420,903,2373,858,149100
2360,607,2623,592,100000
1129,251,1378,268,96900
1407,362,1684,350,95700
2050,382,1044,371,137000
1801,507,2556,484,102500
3194,579,2088,549,159100
4887,930,2637,831,158000
4864,729,2780,723,175400
4265,587,2280,589,195100
3942,661,2240,621,176000
2040,325,1207,324,164100
1791,346,1219,328,170300
2103,348,1305,356,160400
1499,232,918,239,175400
883,211,1007,210,103600
4116,766,1785,745,150200
5616,871,3019,782,202300
248,47,119,42,416700
352,41,99,34,500000
63,9,25,7,275000
1005,152,513,149,181300
1387,236,855,270,201100
1225,199,717,204,225000
447,95,2886,85,183300
7544,1516,2801,1001,245200
12806,2219,4249,1499,343100
6135,879,2795,781,225200
17577,2819,7766,2473,181800
2114,374,1463,399,131500
2455,381,1094,327,191700
11965,1802,4436,1296,191700
718,98,119,50,315000
5710,919,2874,886,206300
9467,1181,3819,1122,361400
11818,1745,5499,1600,231700
13556,1704,5669,1668,311500
15809,2485,7363,2410,245600
8416,1386,4308,1341,164600
6709,1198,3954,1161,156900
20263,3915,9716,3744,169600
11635,2055,6443,2009,157600
6025,1062,3360,1028,155700
6956,1271,3455,1228,178700
5351,1210,2988,1101,181300
18956,4095,10323,3832,132600
3646,1035,1987,895,139300
6360,1584,3359,1396,127800
754,200,746,185,100800
2401,465,1757,500,120400
2152,580,1083,441,118800
3443,562,2130,564,161400
1463,261,881,245,152500
5998,1092,3182,1042,174800
6933,1311,3845,1285,158900
5605,1303,4028,1145,116400
2185,488,1379,458,103000
11587,1796,5804,1705,141900
5954,1071,3567,1070,134100
5058,965,3388,878,119000
714,131,381,119,116100
10565,1767,5690,1555,141000
908,226,667,203,93500
1759,473,1064,328,108800
4711,963,3310,988,101600
3170,630,2612,580,99200
1650,328,1124,290,98600
2287,531,1796,503,90600
3830,750,2767,702,120700
3155,572,2482,642,113400
1922,382,1565,340,117400
1834,390,1253,357,106400
1017,227,568,187,112500
2532,495,1305,436,143100
2831,478,1582,435,195600
1379,273,884,229,125000
1483,249,660,194,207700
3958,665,2456,666,154700
3428,649,2158,632,143400
6034,1170,3527,1098,143700
12870,2315,5820,1759,147300
10804,1493,5221,1482,161400
12156,1864,5020,1524,149200
1769,254,1778,251,181800
193,45,312,76,137500
6356,1244,4052,1164,121700
4288,1017,3156,900,105800
5571,1316,4048,1154,91100
4261,893,2319,702,111900
3977,809,2231,742,115400
1345,265,834,290,99500
4109,884,2544,780,109800
1898,418,971,366,89900
1614,400,926,349,95100
3477,831,2541,753,97400
3598,828,2588,781,113800
5024,992,3208,981,116400
3193,525,1750,523,128300
2300,419,1312,444,127700
3207,560,1582,538,127400
3172,632,1621,573,120200
4460,930,2657,839,127500
4563,1187,2475,1019,121700
3465,639,2292,628,113500
2453,537,1503,500,95300
6758,1550,3204,1279,105500
4937,1139,2204,812,92000
3622,667,2503,720,105400
1541,290,861,299,95600
3300,587,1896,572,130600
1362,251,776,253,102000
3999,772,2602,760,105500
1933,347,1443,376,128100
2987,457,1821,485,138900
1140,181,627,206,132700
1497,264,894,275,96300
3179,662,1878,661,101200
7184,1516,4862,1235,103800
1000,211,572,230,112500
2228,398,1316,370,119800
2903,510,1844,510,112900
2681,470,1621,459,118500
1326,300,722,263,107800
1893,493,1054,389,140800
5959,1208,4115,1088,105200
5059,780,3253,801,140500
3955,815,2184,725,127600
3616,631,2131,593,95500
2029,404,1190,437,115000
5684,1139,3095,1036,112600
1156,191,910,234,122400
50,9,60,16,262500
8866,1832,4775,1554,125800
6190,993,3615,963,133200
5736,945,3528,932,130700
1966,331,1118,323,122700
1387,277,664,239,96800
2879,659,1661,554,88100
2087,447,1270,423,86100
3404,855,1656,675,91300
5640,889,3157,887,126500
2969,521,1555,503,107100
3190,568,1614,512,118200
5877,1043,3114,1002,133200
3920,570,1862,552,132000
2819,637,1683,608,87600
2587,531,1227,489,88600
1904,343,1366,338,92800
3139,569,1612,516,112300
5451,1008,3533,940,101600
1906,334,1550,338,81800
2919,549,1841,564,96400
2991,522,1729,537,146800
1905,372,1480,341,79200
1606,354,1049,335,72700
1473,333,1196,312,67800
1691,353,1457,329,66600
1646,391,1296,351,69700
1834,393,1198,348,81600
2699,552,2086,551,84500
1717,348,1054,279,73400
1837,409,1430,344,70400
2868,574,2055,563,70500
2210,498,1752,477,66400
933,219,838,211,69000
2335,363,1214,311,93200
3009,740,2317,659,72400
1494,286,991,280,70600
331,85,341,107,70300
1462,337,1208,324,68100
1229,302,994,270,67300
1703,385,1356,363,70400
1008,164,568,196,105600
2912,566,2188,518,90600
2104,388,1578,365,88400
11827,2445,6640,2299,103800
5983,1224,3255,1150,111500
9269,1605,4916,1519,133200
774,122,489,136,221300
1160,181,543,188,164300
889,131,439,141,155000
3106,603,1396,576,122200
3728,888,1765,727,86800
4174,847,2127,778,88300
2685,425,1304,420,111100
2483,573,1172,438,89700
2795,596,1650,569,87100
5661,1287,2943,1162,106500
2526,381,1176,381,137100
1068,182,999,188,109000
2914,481,1584,499,124900
4718,1140,2564,1056,119900
3616,665,2189,620,106300
711,139,316,152,131000
5747,1307,2578,1147,122200
1607,282,608,260,115000
740,163,332,138,88000
961,199,509,182,85500
1781,335,841,320,89000
1487,273,972,281,86100
2011,448,1190,403,89400
2037,385,1195,391,96000
942,166,401,174,90800
1287,284,1047,269,65500
1127,275,971,249,64800
1412,343,1127,351,70900
1622,393,1296,362,68500
1076,283,773,224,66400
525,111,444,120,67000
1208,321,1225,317,64000
851,190,731,190,64900
1105,257,816,197,64100
1457,415,1238,341,68100
589,130,504,137,63400
2899,755,2406,655,69500
2053,461,1737,463,78800
801,176,711,183,59700
1051,244,745,243,75200
1336,345,1009,311,73700
2894,427,1151,446,159700
1734,280,604,259,122200
1981,343,796,344,97400
1811,345,856,352,97000
2458,488,1135,453,99100
2469,532,1068,501,122100
2028,456,972,398,90700
2170,430,815,401,135000
2364,438,968,416,93300
1683,266,646,256,97300
1820,321,757,324,102600
2190,496,1214,493,81900
1598,314,771,319,82900
1717,307,610,267,97600
1989,401,805,341,90000
1454,261,761,248,88100
2469,568,1363,517,77100
2077,577,1418,524,76800
1859,395,968,333,79500
2424,528,1171,455,77900
2991,822,2378,751,70600
2198,612,1517,531,65800
2337,563,1238,467,75800
2115,557,1532,494,71500
1018,261,736,215,66900
2456,611,1653,512,66100
1648,432,1308,385,68200
1369,351,1046,274,72100
1629,437,1581,394,63500
1498,448,1586,455,70800
2014,677,1714,612,78800
2426,715,1920,586,68000
1573,418,1258,359,69500
1204,405,844,424,71300
1451,387,1178,330,68300
60,11,76,13,75000
376,,273,107,90800
567,143,387,138,73300
1516,238,596,255,159400
1709,278,744,274,116600
2707,481,1595,479,91500
1770,380,990,348,97600
2271,389,1100,380,88300
3538,658,1715,663,98000
1937,351,945,344,123700
30,3,49,8,250000
7935,1976,4523,1791,88800
5163,1229,2680,1141,114500
3795,676,1742,585,96400
1517,257,658,245,97600
1490,253,705,253,95300
2898,503,1374,487,90000
2498,472,1291,487,83400
2403,550,1234,493,72100
3521,747,2256,721,87500
2209,636,1314,562,78800
1298,254,793,268,83800
3337,687,2388,589,87800
861,148,381,138,88200
3107,752,2160,643,72600
2910,641,2011,614,70800
2896,684,1514,668,70200
954,246,943,256,87500
2173,560,1509,486,67700
1210,288,850,238,59300
567,134,565,150,62900
3904,1042,3688,896,78000
1960,415,1681,435,84500
2240,423,1394,396,86700
2267,405,1175,403,95200
2086,458,1355,412,89200
1851,425,1100,377,90500
1380,248,730,264,93700
4924,1007,3502,953,99400
1585,345,1347,368,75300
1129,251,1034,237,78600
1359,264,786,244,85500
1308,276,576,244,84000
1226,269,693,272,76900
802,160,564,131,63500
613,149,431,130,73100
530,123,390,124,67000
732,149,486,139,68200
755,157,625,152,65000
476,102,476,91,73100
1697,387,1181,352,74600
2011,495,1528,469,69900
2936,732,2024,676,70900
971,245,592,207,84000
953,231,611,230,81500
7423,2111,4092,1789,88300
1837,388,727,336,116700
1582,347,825,259,106300
2481,383,1188,385,134600
2785,577,1310,536,149500
2155,,1039,391,95800
4672,1121,2534,1046,115700
1971,403,1336,423,111500
1658,290,868,304,136700
1779,292,1006,293,123100
2342,402,1264,382,123700
3853,761,1685,669,122400
1966,299,786,302,134500
1199,187,629,207,151600
1634,274,899,285,129300
8185,1525,3630,1466,197700
848,186,737,169,79300
1093,256,856,212,73000
2981,605,1784,573,85800
3067,706,2140,687,78800
418,132,401,120,82100
3362,507,1520,496,214500
5761,1063,2763,1058,161100
1703,395,849,359,138200
5258,1514,3780,1404,85700
4503,1156,3264,937,93000
5009,1108,2948,963,106500
1775,234,726,222,223900
4289,682,1981,705,165100
3603,786,1782,718,93300
5036,817,2084,833,137200
2577,521,956,472,129400
2383,606,1301,488,107500
3847,608,1621,630,128400
2041,293,936,375,140200
1613,245,811,267,140700
2524,352,1139,362,159300
1859,251,747,256,173200
2647,524,989,479,160000
1920,333,890,323,144800
1203,310,594,187,87500
